s,p,o
http://kbpedia.org/kko/rc/AgriculturalSprayingDevice,kko:isAbout,http://www.wikidata.org/entity/Q1141546
http://kbpedia.org/kko/rc/AilmentCondition,kko:isAbout,http://www.wikidata.org/entity/Q12136
http://kbpedia.org/kko/rc/AirborneParticleMonitoring,kko:isAbout,http://www.wikidata.org/entity/Q7140515
http://kbpedia.org/kko/rc/AirlineIndustry,kko:isAbout,http://www.wikidata.org/entity/Q46970
http://kbpedia.org/kko/rc/AirTransportationDevice,kko:isAbout,http://www.wikidata.org/entity/Q11436
http://kbpedia.org/kko/rc/Alcoholic,kko:isAbout,http://www.wikidata.org/entity/Q15326
http://kbpedia.org/kko/rc/AlternativeHolisticMedicine,kko:isAbout,http://www.wikidata.org/entity/Q188504
http://kbpedia.org/kko/rc/AnimalPornography,kko:isAbout,http://www.wikidata.org/entity/Q8392
http://kbpedia.org/kko/rc/AntimonyOre,kko:isAbout,http://www.wikidata.org/entity/Q1099
http://kbpedia.org/kko/rc/AntineoplasticAgent,kko:isAbout,http://www.wikidata.org/entity/Q2853144
http://kbpedia.org/kko/rc/AquacultureEquipment,kko:isAbout,http://www.wikidata.org/entity/Q188989
http://kbpedia.org/kko/rc/ArabicWritingSystem,kko:isAbout,http://www.wikidata.org/entity/Q1654327
http://kbpedia.org/kko/rc/ArcadeGameProgram,kko:isAbout,http://www.wikidata.org/entity/Q7889
http://kbpedia.org/kko/rc/AristocraticFamilyLine,kko:isAbout,http://www.wikidata.org/entity/Q13417114
http://kbpedia.org/kko/rc/ArrhythmiaHeartBlockPacemakerInsertion,kko:isAbout,http://www.wikidata.org/entity/Q372713
http://kbpedia.org/kko/rc/ArtGlass,kko:isAbout,http://www.wikidata.org/entity/Q5567091
http://kbpedia.org/kko/rc/ArthurianLegend,kko:isAbout,http://www.wikidata.org/entity/Q45792
http://kbpedia.org/kko/rc/ArtificialIntelligenceProgram,kko:isAbout,http://www.wikidata.org/entity/Q11660
http://kbpedia.org/kko/rc/ArtisticMovement,kko:isAbout,http://www.wikidata.org/entity/Q968159
http://kbpedia.org/kko/rc/Assets_Possession,kko:isAbout,http://www.wikidata.org/entity/Q46737
http://kbpedia.org/kko/rc/AthleticFootwear,kko:isAbout,http://www.wikidata.org/entity/Q1929383
http://kbpedia.org/kko/rc/AudioAmplifierComponent,kko:isAbout,http://www.wikidata.org/entity/Q211554
http://kbpedia.org/kko/rc/AutoclavingSomething,kko:isAbout,http://www.wikidata.org/entity/Q188223
http://kbpedia.org/kko/rc/AwardObject,kko:isAbout,http://www.wikidata.org/entity/Q618779
http://kbpedia.org/kko/rc/AwardPractice,kko:isAbout,http://www.wikidata.org/entity/Q618779
http://kbpedia.org/kko/rc/Babysitter,kko:isAbout,http://www.wikidata.org/entity/Q797990
http://kbpedia.org/kko/rc/BachelorLevel,kko:isAbout,http://www.wikidata.org/entity/Q163727
http://kbpedia.org/kko/rc/BailingSomeoneOutOfConfinement,kko:isAbout,http://www.wikidata.org/entity/Q162351
http://kbpedia.org/kko/rc/BakingMixSupply,kko:isAbout,http://www.wikidata.org/entity/Q798465
http://kbpedia.org/kko/rc/BalloonsEntertainment,kko:isAbout,http://www.wikidata.org/entity/Q643435
http://kbpedia.org/kko/rc/BanishingFromAPlaceOfResidence,kko:isAbout,http://www.wikidata.org/entity/Q188863
http://kbpedia.org/kko/rc/BankRobber,kko:isAbout,http://www.wikidata.org/entity/Q806824
http://kbpedia.org/kko/rc/Bar_Place,kko:isAbout,http://www.wikidata.org/entity/Q187456
http://kbpedia.org/kko/rc/BeadBeadingAccessory,kko:isAbout,http://www.wikidata.org/entity/Q1053956
http://kbpedia.org/kko/rc/BeekeepingEquipment,kko:isAbout,http://www.wikidata.org/entity/Q176353
http://kbpedia.org/kko/rc/BeerCulture,kko:isAbout,http://www.wikidata.org/entity/Q44
http://kbpedia.org/kko/rc/BermudaPerson,kko:isAbout,http://www.wikidata.org/entity/Q23635
http://kbpedia.org/kko/rc/BigThePerhapanauts,kko:isAbout,http://www.wikidata.org/entity/Q7756722
http://kbpedia.org/kko/rc/BiologicalAttack,kko:isAbout,http://www.wikidata.org/entity/Q170907
http://kbpedia.org/kko/rc/BloodPressureUnitRelated,kko:isAbout,http://www.wikidata.org/entity/Q82642
http://kbpedia.org/kko/rc/BloodTransfusionEvent,kko:isAbout,http://www.wikidata.org/entity/Q183605
http://kbpedia.org/kko/rc/Bodyboard,kko:isAbout,http://www.wikidata.org/entity/Q890097
